Data,Pais,Tela,ContagemDeEventos,TotalDeUsuarios
"2024-11-21","Brazil","(not set)",83,54
"2024-11-21","United States","(not set)",7,7
"2024-11-21","Mexico","(not set)",2,2
"2024-11-21","Guatemala","(not set)",1,1
"2024-11-21","Kenya","(not set)",1,1
"2024-11-22","Brazil","(not set)",83,47
"2024-11-22","United States","(not set)",21,9
"2024-11-22","Guatemala","(not set)",2,1
"2024-11-22","Mexico","(not set)",1,1
"2024-11-22","Papua New Guinea","(not set)",1,1
"2024-11-22","United Kingdom","(not set)",1,1
"2024-11-23","Brazil","(not set)",200,66
"2024-11-23","United States","(not set)",12,10
"2024-11-23","Guatemala","(not set)",3,2
"2024-11-23","Luxembourg","(not set)",1,1
"2024-11-23","Mexico","(not set)",1,1
"2024-11-24","Brazil","(not set)",202,71
"2024-11-24","United States","(not set)",26,13
"2024-11-24","Mexico","(not set)",3,2
"2024-11-24","Cuba","(not set)",1,1
"2024-11-24","Pakistan","(not set)",1,1
"2024-11-24","Portugal","(not set)",1,1
"2024-11-24","Türkiye","(not set)",1,1
"2024-11-25","Brazil","(not set)",103,60
"2024-11-25","United States","(not set)",10,9
"2024-11-25","Cuba","(not set)",1,1
"2024-11-25","Indonesia","(not set)",1,1
"2024-11-25","Mexico","(not set)",1,1
"2024-11-25","Nigeria","(not set)",1,1
"2024-11-25","Philippines","(not set)",1,1
"2024-11-26","Brazil","(not set)",178,94
"2024-11-26","United States","(not set)",14,8
"2024-11-27","Brazil","(not set)",127,72
"2024-11-27","United States","(not set)",26,12
"2024-11-27","Egypt","(not set)",1,1
"2024-11-27","Iran","(not set)",1,1
"2024-11-27","Yemen","(not set)",1,1
"2024-11-28","Brazil","(not set)",128,78
"2024-11-28","United States","(not set)",18,11
"2024-11-28","Cuba","(not set)",1,1
"2024-11-28","Indonesia","(not set)",1,1
"2024-11-28","Mozambique","(not set)",1,1
"2024-11-29","Brazil","(not set)",110,72
"2024-11-29","United States","(not set)",16,9
"2024-11-29","Mexico","(not set)",4,2
"2024-11-29","Kenya","(not set)",2,2
"2024-11-29","Angola","(not set)",1,1
"2024-11-29","Honduras","(not set)",1,1
"2024-11-29","Pakistan","(not set)",1,1
"2024-11-30","Brazil","(not set)",241,61
"2024-11-30","United States","(not set)",26,9
"2024-11-30","Uganda","(not set)",2,1
"2024-11-30","Puerto Rico","(not set)",1,1
"2024-11-30","Saudi Arabia","(not set)",1,1
"2024-12-01","Brazil","(not set)",156,87
"2024-12-01","United States","(not set)",29,12
"2024-12-01","Iran","(not set)",1,1
"2024-12-01","Pakistan","(not set)",1,1
"2024-12-01","United Arab Emirates","(not set)",1,1
"2024-12-02","Brazil","(not set)",204,76
"2024-12-02","United States","(not set)",42,14
"2024-12-02","Nigeria","(not set)",3,1
"2024-12-02","Iran","(not set)",2,1
"2024-12-02","Kenya","(not set)",2,1
"2024-12-02","Uganda","(not set)",2,1
"2024-12-02","Ghana","(not set)",1,1
"2024-12-02","Guatemala","(not set)",1,1
"2024-12-02","Thailand","(not set)",1,1
"2024-12-02","Zambia","(not set)",1,1
"2024-12-03","Brazil","(not set)",124,72
"2024-12-03","United States","(not set)",20,11
"2024-12-03","Liberia","(not set)",1,1
"2024-12-03","Mexico","(not set)",1,1
"2024-12-04","Brazil","(not set)",88,54
"2024-12-04","United States","(not set)",6,5
"2024-12-04","Iran","(not set)",1,1
"2024-12-05","Brazil","(not set)",125,68
"2024-12-05","United States","(not set)",39,14
"2024-12-05","Mexico","(not set)",2,2
"2024-12-05","Afghanistan","(not set)",1,1
"2024-12-06","Brazil","(not set)",210,75
"2024-12-06","United States","(not set)",21,13
"2024-12-07","Brazil","(not set)",102,64
"2024-12-07","United States","(not set)",8,7
"2024-12-07","Colombia","(not set)",1,1
"2024-12-07","Iran","(not set)",1,1
"2024-12-07","Nigeria","(not set)",1,1
"2024-12-08","Brazil","(not set)",167,64
"2024-12-08","United States","(not set)",14,8
"2024-12-08","Pakistan","(not set)",2,1
"2024-12-08","Angola","(not set)",1,1
"2024-12-08","Morocco","(not set)",1,1
"2024-12-08","Portugal","(not set)",1,1
"2024-12-09","Brazil","(not set)",240,59
"2024-12-09","United States","(not set)",30,14
"2024-12-09","Mexico","(not set)",1,1
"2024-12-09","Nigeria","(not set)",1,1
"2024-12-10","Brazil","(not set)",143,72
"2024-12-10","United States","(not set)",27,11
"2024-12-10","Cuba","(not set)",1,1
"2024-12-10","Papua New Guinea","(not set)",1,1
"2024-12-11","Brazil","(not set)",119,60
"2024-12-11","United States","(not set)",6,5
"2024-12-11","Argentina","(not set)",1,1
"2024-12-11","Indonesia","(not set)",1,1
"2024-12-12","Brazil","(not set)",113,56
"2024-12-12","United States","(not set)",13,11
"2024-12-12","Algeria","(not set)",1,1
"2024-12-12","Angola","(not set)",1,1
"2024-12-12","India","(not set)",1,1
"2024-12-12","Romania","(not set)",1,1
"2024-12-13","Brazil","(not set)",89,57
"2024-12-13","United States","(not set)",4,4
"2024-12-13","Mexico","(not set)",2,2
"2024-12-13","Pakistan","(not set)",2,1
"2024-12-13","Angola","(not set)",1,1
"2024-12-13","Argentina","(not set)",1,1
"2024-12-14","Brazil","(not set)",103,62
"2024-12-14","United States","(not set)",12,10
"2024-12-14","Argentina","(not set)",2,2
"2024-12-14","Bolivia","(not set)",2,1
"2024-12-15","Brazil","(not set)",185,63
"2024-12-15","United States","(not set)",6,5
"2024-12-15","Mexico","(not set)",3,1
"2024-12-15","Belgium","(not set)",1,1
"2024-12-15","Guatemala","(not set)",1,1
"2024-12-15","Zimbabwe","(not set)",1,1
"2024-12-16","Brazil","(not set)",118,67
"2024-12-16","United States","(not set)",11,11
"2024-12-16","Algeria","(not set)",1,1
"2024-12-16","Iran","(not set)",1,1
"2024-12-17","Brazil","(not set)",95,62
"2024-12-17","United States","(not set)",19,9
"2024-12-17","France","(not set)",9,1
"2024-12-17","Germany","(not set)",1,1
"2024-12-17","Nigeria","(not set)",1,1
"2024-12-18","Brazil","(not set)",143,76
"2024-12-18","United States","(not set)",15,15
"2024-12-18","Jamaica","(not set)",1,1
"2024-12-18","Mexico","(not set)",1,1
"2024-12-18","Pakistan","(not set)",1,1
"2024-12-19","Brazil","(not set)",136,83
"2024-12-19","United States","(not set)",7,6
"2024-12-19","Angola","(not set)",1,1
"2024-12-19","Argentina","(not set)",1,1
"2024-12-19","Mexico","(not set)",1,1
"2024-12-20","Brazil","(not set)",111,67
"2024-12-20","United States","(not set)",8,8
"2024-12-20","Mexico","(not set)",2,1
"2024-12-20","Hungary","(not set)",1,1
"2024-12-20","Zimbabwe","(not set)",1,1
"2024-12-21","Brazil","(not set)",182,78
"2024-12-21","United States","(not set)",15,12
"2024-12-21","Cuba","(not set)",1,1
"2024-12-21","Guatemala","(not set)",1,1
"2024-12-21","Iran","(not set)",1,1
"2024-12-21","Mexico","(not set)",1,1
"2024-12-21","Nigeria","(not set)",1,1
"2024-12-21","Serbia","(not set)",1,1
"2024-12-22","Brazil","(not set)",158,76
"2024-12-22","United States","(not set)",15,10
"2024-12-22","India","(not set)",6,1
"2024-12-22","Ghana","(not set)",4,1
"2024-12-22","Germany","(not set)",1,1
"2024-12-22","Guatemala","(not set)",1,1
"2024-12-22","Mexico","(not set)",1,1
"2024-12-23","Brazil","(not set)",152,72
"2024-12-23","United States","(not set)",9,9
"2024-12-23","Argentina","(not set)",2,1
"2024-12-23","Iran","(not set)",1,1
"2024-12-23","Yemen","(not set)",1,1
"2024-12-24","Brazil","(not set)",141,67
"2024-12-24","United States","(not set)",16,14
"2024-12-24","Dominican Republic","(not set)",2,1
"2024-12-24","Kenya","(not set)",1,1
"2024-12-24","Mexico","(not set)",1,1
"2024-12-24","United Kingdom","(not set)",1,1
"2024-12-25","Brazil","(not set)",239,67
"2024-12-25","United States","(not set)",8,8
"2024-12-25","Iran","(not set)",2,1
"2024-12-25","Argentina","(not set)",1,1
"2024-12-25","Nigeria","(not set)",1,1
"2024-12-25","Russia","(not set)",1,1
"2024-12-26","Brazil","(not set)",98,73
"2024-12-26","United States","(not set)",12,7
"2024-12-26","Mexico","(not set)",2,1
"2024-12-26","Thailand","(not set)",2,1
"2024-12-26","El Salvador","(not set)",1,1
"2024-12-26","United Arab Emirates","(not set)",1,1
"2024-12-26","Zimbabwe","(not set)",1,1
"2024-12-27","Brazil","(not set)",163,79
"2024-12-27","United States","(not set)",21,10
"2024-12-27","Iran","(not set)",1,1
"2024-12-27","Mexico","(not set)",1,1
"2024-12-27","Saudi Arabia","(not set)",1,1
"2024-12-28","Brazil","(not set)",135,79
"2024-12-28","United States","(not set)",11,6
"2024-12-28","Iran","(not set)",3,2
"2024-12-28","Mexico","(not set)",2,2
"2024-12-28","Argentina","(not set)",1,1
"2024-12-28","Peru","(not set)",1,1
"2024-12-29","Brazil","(not set)",139,90
"2024-12-29","United States","(not set)",11,10
"2024-12-29","Mexico","(not set)",2,2
"2024-12-30","Brazil","(not set)",104,69
"2024-12-30","United States","(not set)",21,10
"2024-12-30","Bangladesh","(not set)",1,1
"2024-12-30","Bolivia","(not set)",1,1
"2024-12-30","Mexico","(not set)",1,1
"2024-12-30","Morocco","(not set)",1,1
"2024-12-31","Brazil","(not set)",216,72
"2024-12-31","Portugal","(not set)",39,1
"2024-12-31","United States","(not set)",17,10
"2024-12-31","India","(not set)",1,1
"2025-01-01","Brazil","(not set)",121,78
"2025-01-01","United States","(not set)",52,13
"2025-01-01","Algeria","(not set)",1,1
"2025-01-01","Canada","(not set)",1,1
"2025-01-01","France","(not set)",1,1
"2025-01-01","Germany","(not set)",1,1
"2025-01-01","Jamaica","(not set)",1,1
"2025-01-01","Mexico","(not set)",1,1
"2025-01-02","Brazil","(not set)",167,91
"2025-01-02","United States","(not set)",34,14
"2025-01-02","Honduras","(not set)",1,1
"2025-01-02","Iran","(not set)",1,1
"2025-01-02","Malaysia","(not set)",1,1
"2025-01-02","South Africa","(not set)",1,1
"2025-01-02","United Kingdom","(not set)",1,1
"2025-01-03","Brazil","(not set)",83,64
"2025-01-03","United States","(not set)",12,9
"2025-01-03","Bolivia","(not set)",7,1
"2025-01-03","Mexico","(not set)",2,1
"2025-01-03","Bangladesh","(not set)",1,1
"2025-01-03","Jamaica","(not set)",1,1
"2025-01-04","Brazil","(not set)",196,83
"2025-01-04","United States","(not set)",8,8
"2025-01-04","Australia","(not set)",1,1
"2025-01-04","Egypt","(not set)",1,1
"2025-01-04","Indonesia","(not set)",1,1
"2025-01-04","Portugal","(not set)",1,1
"2025-01-04","United Kingdom","(not set)",1,1
"2025-01-05","Brazil","(not set)",113,85
"2025-01-05","United States","(not set)",12,6
"2025-01-05","Philippines","(not set)",3,1
"2025-01-05","Ethiopia","(not set)",1,1
"2025-01-05","Kuwait","(not set)",1,1
"2025-01-05","Mexico","(not set)",1,1
"2025-01-05","Spain","(not set)",1,1
"2025-01-06","Brazil","(not set)",105,78
"2025-01-06","United States","(not set)",12,9
"2025-01-06","Mexico","(not set)",3,3
"2025-01-06","Canada","(not set)",2,1
"2025-01-06","United Arab Emirates","(not set)",2,1
"2025-01-06","Cameroon","(not set)",1,1
"2025-01-07","Brazil","(not set)",120,86
"2025-01-07","United States","(not set)",6,4
"2025-01-07","Ethiopia","(not set)",1,1
"2025-01-07","Liberia","(not set)",1,1
"2025-01-08","Brazil","(not set)",180,72
"2025-01-08","United States","(not set)",13,9
"2025-01-08","Mexico","(not set)",3,3
"2025-01-08","Bangladesh","(not set)",2,1
"2025-01-08","Iran","(not set)",1,1
"2025-01-09","Brazil","(not set)",136,71
"2025-01-09","United States","(not set)",13,9
"2025-01-09","Bolivia","(not set)",1,1
"2025-01-10","Brazil","(not set)",84,56
"2025-01-10","United States","(not set)",10,9
"2025-01-10","Canada","(not set)",1,1
"2025-01-10","India","(not set)",1,1
"2025-01-10","Mexico","(not set)",1,1
"2025-01-11","Brazil","(not set)",109,71
"2025-01-11","United States","(not set)",37,13
"2025-01-11","Mexico","(not set)",1,1
"2025-01-11","Nigeria","(not set)",1,1
"2025-01-12","Brazil","(not set)",140,96
"2025-01-12","United States","(not set)",17,9
"2025-01-12","Iran","(not set)",1,1
"2025-01-12","Mexico","(not set)",1,1
"2025-01-12","Yemen","(not set)",1,1
"2025-01-13","Brazil","(not set)",153,83
"2025-01-13","United States","(not set)",17,10
"2025-01-13","Mexico","(not set)",3,3
"2025-01-13","Angola","(not set)",1,1
"2025-01-13","Guatemala","(not set)",1,1
"2025-01-13","Indonesia","(not set)",1,1
"2025-01-13","Israel","(not set)",1,1
"2025-01-13","Mozambique","(not set)",1,1
"2025-01-13","Nigeria","(not set)",1,1
"2025-01-14","Brazil","(not set)",91,60
"2025-01-14","United States","(not set)",10,7
"2025-01-14","Mexico","(not set)",3,2
"2025-01-14","Congo - Kinshasa","(not set)",2,1
"2025-01-14","Argentina","(not set)",1,1
"2025-01-14","Egypt","(not set)",1,1
"2025-01-14","Pakistan","(not set)",1,1
"2025-01-15","Brazil","(not set)",100,62
"2025-01-15","United States","(not set)",11,9
"2025-01-15","Algeria","(not set)",1,1
"2025-01-15","Mexico","(not set)",1,1
"2025-01-16","Brazil","(not set)",105,71
"2025-01-16","United States","(not set)",17,9
"2025-01-16","Mexico","(not set)",2,2
"2025-01-17","Brazil","(not set)",100,75
"2025-01-17","Bangladesh","(not set)",9,1
"2025-01-17","United States","(not set)",6,6
"2025-01-17","Argentina","(not set)",2,1
"2025-01-17","Jamaica","(not set)",2,1
"2025-01-18","Brazil","(not set)",176,73
"2025-01-18","United States","(not set)",14,10
"2025-01-18","Philippines","(not set)",3,1
"2025-01-18","Argentina","(not set)",2,2
"2025-01-18","Guatemala","(not set)",1,1
"2025-01-18","Honduras","(not set)",1,1
"2025-01-18","India","(not set)",1,1
"2025-01-18","Mexico","(not set)",1,1
"2025-01-18","Portugal","(not set)",1,1
"2025-01-19","Brazil","(not set)",144,77
"2025-01-19","Cameroon","(not set)",7,1
"2025-01-19","United States","(not set)",7,5
"2025-01-19","Iran","(not set)",2,2
"2025-01-19","Mexico","(not set)",1,1
"2025-01-19","Morocco","(not set)",1,1
"2025-01-19","United Kingdom","(not set)",1,1
"2025-01-19","Uruguay","(not set)",1,1
"2025-01-20","Brazil","(not set)",82,60
"2025-01-20","United States","(not set)",11,8
"2025-01-20","India","(not set)",1,1
"2025-01-21","Brazil","(not set)",167,72
"2025-01-21","United States","(not set)",9,6
"2025-01-21","Iraq","(not set)",2,1
"2025-01-22","Brazil","(not set)",163,69
"2025-01-22","United States","(not set)",11,10
"2025-01-22","Liberia","(not set)",1,1
"2025-01-22","Mexico","(not set)",1,1
"2025-01-23","Brazil","(not set)",212,74
"2025-01-23","United States","(not set)",7,6
"2025-01-23","Indonesia","(not set)",1,1
"2025-01-23","Iran","(not set)",1,1
"2025-01-23","Mozambique","(not set)",1,1
"2025-01-24","Brazil","(not set)",155,73
"2025-01-24","United States","(not set)",12,9
"2025-01-24","Nigeria","(not set)",1,1
"2025-01-25","Brazil","(not set)",129,82
"2025-01-25","United States","(not set)",20,18
"2025-01-25","Equatorial Guinea","(not set)",1,1
"2025-01-25","South Africa","(not set)",1,1
"2025-01-26","Brazil","(not set)",645,94
"2025-01-26","United States","(not set)",14,11
"2025-01-26","Syria","(not set)",2,1
"2025-01-26","Argentina","(not set)",1,1
"2025-01-26","Germany","(not set)",1,1
"2025-01-26","Iran","(not set)",1,1
"2025-01-26","Mexico","(not set)",1,1
"2025-01-26","South Africa","(not set)",1,1
