Data,Pais,Tela,ContagemDeEventos,TotalDeUsuarios
"2024-11-18","Iraq","(not set)",1,1
"2024-11-18","United States","(not set)",1,1
"2024-11-19","Brazil","(not set)",5,5
"2024-11-19","United States","(not set)",1,1
"2024-11-20","Brazil","(not set)",11,11
"2024-11-20","Egypt","(not set)",1,1
"2024-11-20","United States","(not set)",1,1
"2024-11-21","Brazil","(not set)",7,7
"2024-11-21","United States","(not set)",2,2
"2024-11-21","Egypt","(not set)",1,1
"2024-11-21","Saudi Arabia","(not set)",1,1
"2024-11-22","Brazil","(not set)",9,9
"2024-11-22","United States","(not set)",3,3
"2024-11-23","Brazil","(not set)",4,4
"2024-11-23","Saudi Arabia","(not set)",1,1
"2024-11-24","Brazil","(not set)",5,5
"2024-11-24","Egypt","(not set)",1,1
"2024-11-24","France","(not set)",1,1
"2024-11-24","United States","(not set)",1,1
"2024-11-25","Brazil","(not set)",5,5
"2024-11-25","United States","(not set)",5,5
"2024-11-26","Brazil","(not set)",10,10
"2024-11-26","United States","(not set)",1,1
"2024-11-27","Brazil","(not set)",6,6
"2024-11-27","United States","(not set)",2,2
"2024-11-28","Brazil","(not set)",7,7
"2024-11-28","United States","(not set)",1,1
"2024-11-29","Brazil","(not set)",6,6
"2024-11-29","United States","(not set)",1,1
"2024-11-30","Brazil","(not set)",5,5
"2024-11-30","United States","(not set)",2,2
"2024-11-30","India","(not set)",1,1
"2024-11-30","Mexico","(not set)",1,1
"2024-12-01","Brazil","(not set)",13,13
"2024-12-01","United States","(not set)",2,2
"2024-12-02","Brazil","(not set)",13,13
"2024-12-02","United States","(not set)",3,3
"2024-12-03","Brazil","(not set)",7,7
"2024-12-03","United States","(not set)",1,1
"2024-12-04","Brazil","(not set)",8,8
"2024-12-04","United States","(not set)",4,4
"2024-12-05","Brazil","(not set)",7,7
"2024-12-05","United States","(not set)",3,3
"2024-12-06","Brazil","(not set)",7,7
"2024-12-06","United States","(not set)",4,4
"2024-12-07","Brazil","(not set)",12,12
"2024-12-07","United States","(not set)",5,5
"2024-12-08","Brazil","(not set)",11,11
"2024-12-08","Saudi Arabia","(not set)",1,1
"2024-12-09","Brazil","(not set)",4,4
"2024-12-09","United States","(not set)",1,1
"2024-12-10","Brazil","(not set)",12,12
"2024-12-10","United States","(not set)",3,3
"2024-12-11","Brazil","(not set)",12,12
"2024-12-11","United States","(not set)",3,3
"2024-12-11","Brazil","trial_white_animation_all_features",1,1
"2024-12-11","United States","plans_offer_annual_highlighted",1,1
"2024-12-12","Brazil","(not set)",5,5
"2024-12-13","Brazil","(not set)",10,10
"2024-12-13","Egypt","(not set)",1,1
"2024-12-13","United States","(not set)",1,1
"2024-12-14","Brazil","(not set)",13,13
"2024-12-14","United States","(not set)",3,3
"2024-12-15","Brazil","(not set)",11,11
"2024-12-15","United States","(not set)",3,3
"2024-12-15","Mexico","(not set)",1,1
"2024-12-16","Brazil","(not set)",10,10
"2024-12-16","United States","(not set)",2,2
"2024-12-17","Brazil","(not set)",9,9
"2024-12-17","United States","(not set)",3,3
"2024-12-18","Brazil","(not set)",9,9
"2024-12-18","United States","(not set)",2,2
"2024-12-19","Brazil","(not set)",4,4
"2024-12-19","Portugal","(not set)",1,1
"2024-12-19","United States","(not set)",1,1
"2024-12-20","Brazil","(not set)",10,10
"2024-12-20","Brazil","trial_white_animation_all_features",1,1
"2024-12-20","United States","(not set)",1,1
"2024-12-21","Brazil","(not set)",10,10
"2024-12-21","United States","(not set)",2,2
"2024-12-21","Canada","(not set)",1,1
"2024-12-21","Egypt","(not set)",1,1
"2024-12-21","Indonesia","(not set)",1,1
"2024-12-22","Brazil","(not set)",9,9
"2024-12-22","United States","(not set)",5,5
"2024-12-22","Saudi Arabia","(not set)",1,1
"2024-12-23","Brazil","(not set)",8,8
"2024-12-23","Canada","(not set)",1,1
"2024-12-23","United States","(not set)",1,1
"2024-12-24","Brazil","(not set)",7,7
"2024-12-24","United States","(not set)",1,1
"2024-12-25","Brazil","(not set)",6,6
"2024-12-25","Australia","(not set)",1,1
"2024-12-25","Brazil","trial_white_animation_all_features",1,1
"2024-12-25","United States","(not set)",1,1
"2024-12-26","Brazil","(not set)",8,8
"2024-12-26","Egypt","(not set)",1,1
"2024-12-26","Indonesia","(not set)",1,1
"2024-12-26","United Kingdom","(not set)",1,1
"2024-12-26","United States","(not set)",1,1
"2024-12-27","Brazil","(not set)",8,8
"2024-12-27","United States","(not set)",5,5
"2024-12-28","Brazil","(not set)",16,16
"2024-12-28","United States","(not set)",4,4
"2024-12-29","Brazil","(not set)",10,10
"2024-12-29","United States","(not set)",5,5
"2024-12-30","Brazil","(not set)",11,11
"2024-12-30","United States","(not set)",2,2
"2024-12-30","Indonesia","(not set)",1,1
"2024-12-31","Brazil","(not set)",7,7
"2024-12-31","United States","(not set)",3,3
"2025-01-01","Brazil","(not set)",4,4
"2025-01-01","United States","(not set)",3,3
"2025-01-02","Brazil","(not set)",9,9
"2025-01-02","United States","(not set)",4,4
"2025-01-03","Brazil","(not set)",16,16
"2025-01-03","Brazil","trial_white_animation_all_features",1,1
"2025-01-03","United States","(not set)",1,1
"2025-01-04","Brazil","(not set)",9,9
"2025-01-04","United States","(not set)",4,4
"2025-01-04","Mexico","(not set)",1,1
"2025-01-04","Yemen","(not set)",1,1
"2025-01-05","Brazil","(not set)",12,12
"2025-01-05","United States","(not set)",4,4
"2025-01-06","Brazil","(not set)",14,14
"2025-01-06","United States","(not set)",4,4
"2025-01-07","Brazil","(not set)",10,10
"2025-01-07","United States","(not set)",2,2
"2025-01-08","Brazil","(not set)",9,9
"2025-01-08","Pakistan","(not set)",1,1
"2025-01-08","United States","(not set)",1,1
"2025-01-09","Brazil","(not set)",15,15
"2025-01-09","United States","(not set)",2,2
"2025-01-09","Egypt","(not set)",1,1
"2025-01-10","Brazil","(not set)",7,7
"2025-01-10","United States","(not set)",2,2
"2025-01-10","Indonesia","(not set)",1,1
"2025-01-11","Brazil","(not set)",6,6
"2025-01-11","United States","(not set)",2,2
"2025-01-12","Brazil","(not set)",11,11
"2025-01-12","United States","(not set)",2,2
"2025-01-12","Egypt","(not set)",1,1
"2025-01-13","Brazil","(not set)",6,6
"2025-01-13","United States","(not set)",2,2
"2025-01-13","Mexico","(not set)",1,1
"2025-01-13","Philippines","(not set)",1,1
"2025-01-14","Brazil","(not set)",8,8
"2025-01-14","Türkiye","(not set)",1,1
"2025-01-15","Brazil","(not set)",7,7
"2025-01-15","United States","(not set)",2,2
"2025-01-15","Brazil","trial_white_animation_all_features",1,1
"2025-01-15","Spain","(not set)",1,1
"2025-01-16","Brazil","(not set)",12,11
"2025-01-16","United States","(not set)",1,1
"2025-01-17","Brazil","(not set)",11,11
"2025-01-17","Egypt","(not set)",1,1
"2025-01-17","United States","(not set)",1,1
"2025-01-18","Brazil","(not set)",11,11
"2025-01-18","United States","(not set)",3,3
"2025-01-18","Saudi Arabia","(not set)",1,1
"2025-01-18","Türkiye","(not set)",1,1
"2025-01-19","Brazil","(not set)",7,7
"2025-01-19","United States","(not set)",6,5
"2025-01-20","Brazil","(not set)",5,5
"2025-01-20","United States","(not set)",1,1
"2025-01-21","Brazil","(not set)",11,11
"2025-01-21","United States","(not set)",2,2
"2025-01-21","Indonesia","(not set)",1,1
"2025-01-21","Indonesia","plans_offer_annual_highlighted",1,1
"2025-01-21","United States","subscription_churn_alert",1,1
"2025-01-22","Brazil","(not set)",9,9
"2025-01-22","United States","(not set)",3,2
"2025-01-22","Saudi Arabia","(not set)",1,1
"2025-01-23","Brazil","(not set)",6,6
"2025-01-23","United States","(not set)",5,5
"2025-01-23","Mexico","(not set)",2,2
"2025-01-23","Egypt","(not set)",1,1
"2025-01-24","Brazil","(not set)",10,10
"2025-01-24","United States","(not set)",3,3
"2025-01-24","Egypt","(not set)",1,1
"2025-01-24","Saudi Arabia","(not set)",1,1
"2025-01-25","Brazil","(not set)",8,8
"2025-01-25","United States","(not set)",2,2
"2025-01-26","Brazil","(not set)",4,4
"2025-01-26","United States","(not set)",4,4
"2025-01-26","Oman","(not set)",1,1
"2025-01-27","Brazil","(not set)",16,16
"2025-01-27","United States","(not set)",5,5
"2025-01-27","Brazil","adsfree",1,1
"2025-01-27","Kuwait","(not set)",1,1
"2025-01-27","Saudi Arabia","(not set)",1,1
"2025-01-28","Brazil","(not set)",11,11
"2025-01-28","Brazil","trial_white_animation_all_features",1,1
"2025-01-28","Colombia","(not set)",1,1
"2025-01-28","Puerto Rico","(not set)",1,1
"2025-01-29","Brazil","(not set)",8,8
"2025-01-29","United States","(not set)",5,5
"2025-01-29","Germany","trial_white_animation_all_features",1,1
"2025-01-29","Mexico","(not set)",1,1
"2025-01-29","United Kingdom","(not set)",1,1
"2025-01-30","Brazil","(not set)",9,9
"2025-01-30","United States","(not set)",3,3
"2025-01-31","Brazil","(not set)",5,5
"2025-01-31","United States","(not set)",3,3
"2025-01-31","Brazil","trial_white_animation_all_features",1,1
"2025-02-01","Brazil","(not set)",7,7
"2025-02-01","United States","(not set)",2,2
"2025-02-02","Brazil","(not set)",7,7
"2025-02-02","United States","(not set)",1,1
"2025-02-02","Vietnam","(not set)",1,1
"2025-02-03","Brazil","(not set)",10,10
"2025-02-03","United States","(not set)",5,5
"2025-02-04","Brazil","(not set)",7,7
"2025-02-04","United States","(not set)",4,4
"2025-02-04","Egypt","(not set)",1,1
"2025-02-05","Brazil","(not set)",11,7
"2025-02-05","United States","(not set)",5,5
"2025-02-05","Brazil","trial_white_animation_all_features",2,2
"2025-02-06","Brazil","(not set)",7,7
"2025-02-06","United States","(not set)",3,3
"2025-02-07","Brazil","(not set)",6,6
"2025-02-07","United States","(not set)",2,2
"2025-02-07","Saudi Arabia","(not set)",1,1
"2025-02-08","Brazil","(not set)",5,5
"2025-02-08","United States","(not set)",4,4
"2025-02-08","Egypt","(not set)",1,1
"2025-02-08","Türkiye","(not set)",1,1
"2025-02-09","Brazil","(not set)",10,10
"2025-02-09","United States","(not set)",2,2
"2025-02-10","Brazil","(not set)",10,7
"2025-02-11","Brazil","(not set)",7,7
"2025-02-11","Egypt","(not set)",1,1
"2025-02-11","United States","(not set)",1,1
"2025-02-12","Brazil","(not set)",10,10
"2025-02-12","United States","(not set)",4,4
"2025-02-13","Brazil","(not set)",6,6
"2025-02-13","United States","(not set)",2,2
"2025-02-13","Mexico","(not set)",1,1
"2025-02-13","Saudi Arabia","(not set)",1,1
"2025-02-14","Brazil","(not set)",5,5
"2025-02-14","United States","(not set)",4,4
"2025-02-14","Saudi Arabia","(not set)",1,1
"2025-02-15","Brazil","(not set)",9,8
"2025-02-15","United States","(not set)",3,3
"2025-02-16","Brazil","(not set)",6,6
"2025-02-16","United States","(not set)",2,2
"2025-02-16","Brazil","trial_white_animation_all_features",1,1
"2025-02-16","Egypt","(not set)",1,1
"2025-02-17","Brazil","(not set)",4,4
"2025-02-17","United States","(not set)",2,2
"2025-02-18","Brazil","(not set)",6,6
"2025-02-18","United States","(not set)",3,3
"2025-02-18","Jordan","(not set)",1,1
"2025-02-18","Kuwait","(not set)",1,1
"2025-02-18","Mexico","(not set)",1,1
"2025-02-19","Brazil","(not set)",9,9
"2025-02-19","Palestine","(not set)",1,1
"2025-02-19","Saudi Arabia","(not set)",1,1
"2025-02-19","United States","(not set)",1,1
"2025-02-20","Brazil","(not set)",3,3
"2025-02-20","United States","(not set)",1,1
"2025-02-21","Brazil","(not set)",7,7
"2025-02-21","Egypt","(not set)",1,1
"2025-02-21","United States","(not set)",1,1
"2025-02-22","Brazil","(not set)",3,3
"2025-02-22","United Arab Emirates","(not set)",1,1
"2025-02-23","Brazil","(not set)",6,6
"2025-02-23","Egypt","(not set)",1,1
"2025-02-23","Saudi Arabia","(not set)",1,1
"2025-02-24","Brazil","(not set)",3,3
"2025-02-24","United States","(not set)",2,2
"2025-02-24","Indonesia","(not set)",1,1
"2025-02-25","Brazil","(not set)",9,9
"2025-02-25","Egypt","(not set)",1,1
"2025-02-25","Saudi Arabia","(not set)",1,1
"2025-02-26","Brazil","(not set)",3,3
"2025-02-27","Brazil","(not set)",6,6
"2025-02-28","Brazil","(not set)",9,9
"2025-02-28","United States","(not set)",3,3
"2025-03-01","Brazil","(not set)",5,5
"2025-03-01","United States","(not set)",4,4
"2025-03-01","Brazil","adsfree",1,1
"2025-03-01","Mexico","(not set)",1,1
"2025-03-02","Brazil","(not set)",9,9
"2025-03-02","United States","(not set)",3,3
"2025-03-03","Brazil","(not set)",10,10
"2025-03-03","United States","(not set)",3,3
"2025-03-03","Egypt","(not set)",1,1
"2025-03-03","Nigeria","(not set)",1,1
"2025-03-04","Brazil","(not set)",13,13
"2025-03-04","United States","(not set)",3,3
"2025-03-04","Egypt","(not set)",1,1
"2025-03-05","Brazil","(not set)",4,4
"2025-03-05","United States","(not set)",2,2
"2025-03-06","Brazil","(not set)",6,6
"2025-03-06","United States","(not set)",1,1
"2025-03-07","Brazil","(not set)",4,4
"2025-03-07","United States","(not set)",2,2
"2025-03-07","Brazil","trial_white_animation_all_features",1,1
"2025-03-08","Brazil","(not set)",2,2
"2025-03-08","United States","(not set)",2,2
"2025-03-08","India","plans_manage",1,1
"2025-03-08","India","trial_white_animation_all_features",1,1
"2025-03-09","Brazil","(not set)",5,5
"2025-03-09","United States","(not set)",2,2
"2025-03-10","Brazil","(not set)",3,3
"2025-03-10","Thailand","(not set)",1,1
"2025-03-11","Brazil","(not set)",3,3
"2025-03-11","United States","(not set)",1,1
"2025-03-12","Brazil","(not set)",2,2
"2025-03-12","United States","(not set)",1,1
"2025-03-13","Brazil","(not set)",5,5
"2025-03-13","United States","(not set)",4,4
"2025-03-14","Brazil","(not set)",1,1
"2025-03-15","Brazil","(not set)",4,4
"2025-03-16","Brazil","(not set)",9,9
"2025-03-16","United States","(not set)",2,2
"2025-03-17","Brazil","(not set)",6,6
"2025-03-17","United States","(not set)",2,2
"2025-03-18","Brazil","(not set)",7,7
"2025-03-18","United States","(not set)",1,1
"2025-03-19","Brazil","(not set)",7,7
"2025-03-20","Brazil","(not set)",8,8
"2025-03-20","United States","(not set)",4,4
"2025-03-21","Brazil","(not set)",3,3
"2025-03-21","United States","(not set)",3,3
"2025-03-22","Brazil","(not set)",6,6
"2025-03-22","United States","(not set)",2,2
"2025-03-22","Australia","(not set)",1,1
"2025-03-23","Brazil","(not set)",4,4
"2025-03-23","United States","(not set)",3,2
"2025-03-23","Egypt","(not set)",1,1
"2025-03-23","Mexico","(not set)",1,1
"2025-03-24","Brazil","(not set)",3,3
"2025-03-24","United States","(not set)",2,2
"2025-03-24","Canada","(not set)",1,1
"2025-03-25","Brazil","(not set)",8,7
"2025-03-26","Brazil","(not set)",5,5
"2025-03-26","United States","(not set)",2,2
"2025-03-27","Brazil","(not set)",7,7
"2025-03-27","United States","(not set)",1,1
"2025-03-28","Brazil","(not set)",3,3
"2025-03-28","United States","(not set)",2,2
"2025-03-29","Brazil","(not set)",4,4
"2025-03-29","United States","(not set)",3,3
"2025-03-30","Brazil","(not set)",5,5
"2025-03-31","Brazil","(not set)",5,5
"2025-03-31","United States","(not set)",2,2
"2025-04-01","Brazil","(not set)",3,3
"2025-04-01","United States","(not set)",2,2
"2025-04-01","Mexico","(not set)",1,1
"2025-04-02","Brazil","(not set)",5,5
"2025-04-02","United States","(not set)",1,1
"2025-04-03","Brazil","(not set)",3,3
"2025-04-04","Brazil","(not set)",4,4
"2025-04-04","United States","(not set)",2,2
"2025-04-04","Indonesia","(not set)",1,1
"2025-04-05","Brazil","(not set)",4,4
"2025-04-05","United States","(not set)",3,3
"2025-04-06","Brazil","(not set)",7,7
"2025-04-07","Brazil","(not set)",6,6
"2025-04-08","Brazil","(not set)",9,8
"2025-04-08","United States","(not set)",1,1
"2025-04-09","Brazil","(not set)",6,6
"2025-04-10","Brazil","(not set)",4,4
"2025-04-10","United States","(not set)",3,3
"2025-04-11","Brazil","(not set)",4,4
"2025-04-11","Egypt","(not set)",1,1
"2025-04-12","Brazil","(not set)",3,2
"2025-04-12","United States","(not set)",2,2
"2025-04-12","Philippines","(not set)",1,1
"2025-04-13","Brazil","(not set)",3,3
"2025-04-13","Indonesia","(not set)",2,2
"2025-04-13","United States","(not set)",2,2
"2025-04-14","Brazil","(not set)",6,6
"2025-04-14","Egypt","(not set)",1,1
"2025-04-14","India","(not set)",1,1
"2025-04-14","Indonesia","(not set)",1,1
"2025-04-14","Mexico","(not set)",1,1
"2025-04-14","United States","(not set)",1,1
"2025-04-15","Brazil","(not set)",6,6
"2025-04-16","Brazil","(not set)",12,5
"2025-04-16","United States","(not set)",1,1
"2025-04-17","Brazil","(not set)",8,8
"2025-04-18","Brazil","(not set)",6,6
"2025-04-18","Mexico","trial_white_animation_all_features",1,1
"2025-04-19","Brazil","(not set)",7,7
"2025-04-20","Brazil","(not set)",3,3
"2025-04-20","Puerto Rico","(not set)",1,1
"2025-04-21","Brazil","(not set)",4,3
"2025-04-21","United States","(not set)",1,1
"2025-04-22","Brazil","(not set)",7,7
"2025-04-22","United States","(not set)",1,1
"2025-04-23","Brazil","(not set)",4,4
"2025-04-23","United States","(not set)",2,2
"2025-04-24","Brazil","(not set)",4,4
"2025-04-24","Brazil","plans_offer_annual_highlighted",1,1
"2025-04-25","Brazil","(not set)",7,6
"2025-04-25","United States","(not set)",1,1
"2025-04-26","Brazil","(not set)",4,4
"2025-04-26","United States","(not set)",2,2
"2025-04-27","Brazil","(not set)",6,5
"2025-04-27","United States","(not set)",1,1
"2025-04-28","Brazil","(not set)",4,4
"2025-04-28","Egypt","(not set)",1,1
"2025-04-28","Saudi Arabia","(not set)",1,1
"2025-04-28","United States","(not set)",1,1
"2025-04-29","United States","(not set)",2,2
"2025-04-29","Brazil","(not set)",1,1
"2025-04-30","Brazil","(not set)",2,2
"2025-04-30","United States","(not set)",1,1
"2025-05-01","Brazil","(not set)",9,8
"2025-05-01","United States","(not set)",3,2
"2025-05-02","Brazil","(not set)",4,4
"2025-05-02","United Kingdom","(not set)",1,1
"2025-05-02","United States","(not set)",1,1
"2025-05-03","United States","(not set)",7,7
"2025-05-03","Brazil","(not set)",5,5
"2025-05-04","Brazil","(not set)",9,9
"2025-05-04","United States","(not set)",3,3
"2025-05-05","Brazil","(not set)",4,4
"2025-05-05","United States","(not set)",1,1
"2025-05-06","Brazil","(not set)",8,8
"2025-05-06","United Kingdom","(not set)",1,1
"2025-05-06","United States","(not set)",1,1
"2025-05-07","Brazil","(not set)",7,7
"2025-05-07","Brazil","plans_offer_annual_highlighted",1,1
"2025-05-07","United States","(not set)",1,1
"2025-05-08","Brazil","(not set)",9,9
"2025-05-08","United States","(not set)",3,3
"2025-05-09","Brazil","(not set)",6,6
"2025-05-09","India","(not set)",1,1
"2025-05-09","United States","(not set)",1,1
"2025-05-10","Brazil","(not set)",10,10
"2025-05-10","United States","(not set)",2,2
"2025-05-11","Brazil","(not set)",8,8
"2025-05-11","United States","(not set)",4,3
"2025-05-11","Egypt","(not set)",1,1
"2025-05-12","Brazil","(not set)",5,5
"2025-05-12","United States","(not set)",2,2
"2025-05-13","Brazil","(not set)",6,6
"2025-05-13","United States","(not set)",1,1
"2025-05-14","Brazil","(not set)",3,3
"2025-05-14","United States","(not set)",2,2
"2025-05-15","Brazil","(not set)",6,6
"2025-05-15","United States","(not set)",3,3
"2025-05-16","Brazil","(not set)",5,5
"2025-05-16","United States","(not set)",1,1
"2025-05-17","Brazil","(not set)",5,5
"2025-05-17","United States","(not set)",3,3
"2025-05-18","Brazil","(not set)",4,4
"2025-05-18","United States","(not set)",1,1
"2025-05-19","Brazil","(not set)",5,5
"2025-05-19","United States","(not set)",1,1
"2025-05-20","Brazil","(not set)",7,7
"2025-05-20","United States","(not set)",2,2
"2025-05-21","Brazil","(not set)",4,4
"2025-05-21","United States","(not set)",3,3
"2025-05-22","Brazil","(not set)",6,6
"2025-05-22","United States","(not set)",4,4
"2025-05-22","Chile","(not set)",1,1
"2025-05-22","Indonesia","(not set)",1,1
"2025-05-23","Brazil","(not set)",4,4
"2025-05-23","United States","(not set)",2,2
"2025-05-23","Chile","(not set)",1,1
"2025-05-24","Brazil","(not set)",6,6
"2025-05-24","India","(not set)",1,1
"2025-05-25","Brazil","(not set)",7,6
"2025-05-25","United States","(not set)",2,2
"2025-05-26","Brazil","(not set)",5,5
"2025-05-26","United States","(not set)",2,2
"2025-05-27","Brazil","(not set)",5,5
"2025-05-27","United States","(not set)",1,1
"2025-05-28","Brazil","(not set)",4,4
"2025-05-28","United States","(not set)",1,1
"2025-05-29","Brazil","(not set)",5,5
"2025-05-29","Saudi Arabia","(not set)",1,1
"2025-05-30","Brazil","(not set)",5,5
"2025-05-30","United States","(not set)",1,1
"2025-05-31","Brazil","(not set)",9,9
"2025-05-31","United States","(not set)",2,2
"2025-06-01","Brazil","(not set)",8,8
"2025-06-01","United States","(not set)",4,4
"2025-06-02","Brazil","(not set)",10,10
"2025-06-02","United States","(not set)",2,2
"2025-06-03","Brazil","(not set)",3,3
"2025-06-03","United States","(not set)",1,1
"2025-06-04","Brazil","(not set)",2,2
"2025-06-05","Brazil","(not set)",4,4
"2025-06-05","United States","(not set)",2,2
"2025-06-05","Brazil","trial_white_animation_all_features",1,1
"2025-06-05","Egypt","(not set)",1,1
"2025-06-06","Brazil","(not set)",8,8
"2025-06-06","United States","(not set)",2,2
"2025-06-06","Malaysia","(not set)",1,1
"2025-06-07","Brazil","(not set)",4,4
"2025-06-07","Saudi Arabia","(not set)",1,1
"2025-06-08","Brazil","(not set)",7,7
"2025-06-08","United States","(not set)",2,2
"2025-06-08","Mexico","(not set)",1,1
"2025-06-09","Brazil","(not set)",7,7
"2025-06-09","United States","(not set)",2,2
"2025-06-09","Argentina","(not set)",1,1
"2025-06-10","Brazil","(not set)",7,7
"2025-06-10","United States","(not set)",2,2
"2025-06-11","Brazil","(not set)",5,5
"2025-06-11","United States","(not set)",1,1
"2025-06-12","Brazil","(not set)",4,4
"2025-06-12","United States","(not set)",1,1
"2025-06-13","United States","(not set)",4,4
"2025-06-13","Brazil","(not set)",3,3
"2025-06-14","Brazil","(not set)",4,4
"2025-06-14","United States","(not set)",4,3
"2025-06-14","Indonesia","(not set)",1,1
"2025-06-15","Brazil","(not set)",6,6
"2025-06-15","United States","(not set)",2,2
"2025-06-16","Brazil","(not set)",7,7
"2025-06-16","United States","(not set)",3,3
"2025-06-16","United Arab Emirates","(not set)",1,1
"2025-06-17","Brazil","(not set)",8,8
"2025-06-17","United States","(not set)",3,3
"2025-06-18","Brazil","(not set)",7,7
"2025-06-18","United States","(not set)",3,3
"2025-06-19","Brazil","(not set)",4,4
