Data,Tela,ContagemDeEventos,TotalDeUsuarios
"2025-09-03","(not set)",2,2
"2025-09-04","(not set)",9,5
"2025-09-05","(not set)",5,4
"2025-09-06","(not set)",2,1
"2025-09-07","(not set)",5,4
"2025-09-08","(not set)",1,1
"2025-09-09","(not set)",7,2
"2025-09-10","(not set)",1,1
"2025-09-11","(not set)",1,1
"2025-09-12","(not set)",2,2
"2025-09-13","(not set)",4,3
"2025-09-15","(not set)",2,2
"2025-09-16","(not set)",8,5
"2025-09-17","(not set)",1,1
"2025-09-19","(not set)",2,2
"2025-09-20","(not set)",3,2
"2025-09-21","(not set)",2,2
"2025-09-22","(not set)",2,2
"2025-09-25","(not set)",4,3
"2025-09-26","(not set)",3,2
"2025-09-28","(not set)",2,2
"2025-09-29","(not set)",3,2
"2025-09-30","(not set)",3,2
"2025-10-01","(not set)",3,2
"2025-10-03","(not set)",1,1
"2025-10-04","(not set)",1,1
"2025-10-05","(not set)",1,1
"2025-10-06","(not set)",2,1
"2025-10-07","(not set)",2,2
"2025-10-08","(not set)",9,5
"2025-10-09","(not set)",6,4
"2025-10-10","(not set)",2,2
"2025-10-11","(not set)",1,1
"2025-10-13","(not set)",4,3
"2025-10-15","(not set)",11,5
"2025-10-16","(not set)",3,2
"2025-10-17","(not set)",3,3
"2025-10-18","(not set)",2,2
"2025-10-19","(not set)",2,2
"2025-10-20","(not set)",7,5
"2025-10-21","(not set)",1,1
"2025-10-22","(not set)",3,2
"2025-10-23","(not set)",2,1
"2025-10-24","(not set)",2,2
"2025-10-25","(not set)",2,2
"2025-10-27","(not set)",5,2
"2025-10-27","plans_manage",1,1
"2025-10-28","(not set)",7,5
"2025-10-29","(not set)",1,1
"2025-10-30","(not set)",4,2
"2025-10-31","(not set)",8,6
"2025-11-01","(not set)",1,1
"2025-11-03","(not set)",2,1
"2025-11-04","(not set)",5,3
"2025-11-05","(not set)",1,1
"2025-11-06","(not set)",4,3
"2025-11-07","(not set)",1,1
"2025-11-08","(not set)",7,4
"2025-11-09","(not set)",1,1
"2025-11-10","(not set)",3,1
"2025-11-11","(not set)",5,2
"2025-11-12","(not set)",7,4
"2025-11-13","(not set)",5,3
"2025-11-14","(not set)",4,3
"2025-11-15","(not set)",3,2
"2025-11-16","(not set)",2,1
"2025-11-17","(not set)",2,2
"2025-11-18","(not set)",1,1
"2025-11-20","(not set)",2,1
"2025-11-21","(not set)",2,2
"2025-11-22","(not set)",3,3
"2025-11-24","(not set)",4,4
"2025-11-25","(not set)",2,1
"2025-11-26","(not set)",12,7
"2025-11-27","(not set)",4,2
"2025-11-28","(not set)",1,1
"2025-11-29","(not set)",1,1
"2025-11-30","(not set)",4,3
"2025-12-01","(not set)",4,3
"2025-12-02","(not set)",2,1
"2025-12-03","(not set)",1,1
"2025-12-04","(not set)",6,4
"2025-12-06","(not set)",10,5
"2025-12-07","(not set)",4,2
"2025-12-08","(not set)",2,2
"2025-12-09","(not set)",4,3
"2025-12-10","(not set)",1,1
"2025-12-11","(not set)",5,3
"2025-12-12","(not set)",6,3
"2025-12-13","(not set)",2,2
"2025-12-15","(not set)",1,1
"2025-12-16","(not set)",3,2
"2025-12-17","(not set)",3,1
"2025-12-18","(not set)",2,2
"2025-12-19","(not set)",1,1
"2025-12-20","(not set)",4,3
"2025-12-21","(not set)",2,2
"2025-12-22","(not set)",2,1
"2025-12-23","(not set)",2,2
"2025-12-24","(not set)",1,1
"2025-12-26","(not set)",2,2
"2025-12-27","(not set)",2,2
"2025-12-28","(not set)",4,2
"2025-12-29","(not set)",8,3
"2025-12-30","(not set)",1,1
"2025-12-31","(not set)",7,4
"2026-01-01","(not set)",2,1
"2026-01-02","(not set)",2,2
"2026-01-03","(not set)",6,4
"2026-01-04","(not set)",7,6
"2026-01-06","(not set)",4,4
"2026-01-07","(not set)",4,2
"2026-01-08","(not set)",8,4
"2026-01-09","(not set)",13,8
"2026-01-10","(not set)",10,6
"2026-01-11","(not set)",13,7
"2026-01-12","(not set)",12,9
"2026-01-13","(not set)",7,7
"2026-01-14","(not set)",15,10
"2026-01-15","(not set)",40,10
"2026-01-16","(not set)",4,4
"2026-01-17","(not set)",9,5
"2026-01-18","(not set)",7,4
"2026-01-19","(not set)",3,2
"2026-01-20","(not set)",3,3
"2026-01-21","(not set)",5,4
"2026-01-22","(not set)",3,2
